Configuration        Accuracy
==============================
(0.00005, 0.00050)   0.216258
(0.00005, 0.00100)   0.315154
(0.00005, 0.00500)   0.515706
(0.00010, 0.00050)   0.351053
(0.00010, 0.00100)   0.414222
(0.00010, 0.00500)   0.550742
(0.00050, 0.00050)   0.569555
(0.00050, 0.00100)   0.579392
(0.00050, 0.00500)   0.608561
